Title,Artist,Lyrics
La Modelo,Ozuna feat. Cardi B,"Uoh-oh-oh-oh-oh, oh-oh
Uoh-oh-oh-oh-oh

Yo quiero hacerte tantas cosas sin enamorarte
Quiero que te sientas cómoda, así vamo' aparte
Así, como tú quieras, te hago el amor
Y pa' mí, modélame, bebé, en ropa interior

Y de pensar que yo contigo quiero estar
Querer probar algo de ti pa' no olvidar
Yo no me sé ni su nombre, pero la quiero
Pasó y dejó su fragancia y hasta me desespero

Y de pensar que yo contigo quiero estar (Estar)
Quiero probar algo de ti pa' no olvidar
Yo no me sé ni su nombre, pero la quiero
Pasó y dejó su fragancia y hasta me desespero

Rapa pa pai, rapa pa pai (Oh, oh)
Y rapa pa pai, rapa pa pai
Así es que la quiero, quiero

Rapa pa pai, rapa pa pai (Oh, oh)
Y rapa pa pai, rapa pa pai
Así es que la quiero, quiero

Si la viera, baila hasta sola
..."
I Do (feat. SZA),Cardi B feat. SZA,"M-M-M-Murda

I left a nigga on read 'cause I felt like it
Dress me down in that Red, Saint Laurent jacket
Dapper, dapper, I look fine and my checks divine
No wonder, wonder why I do whatever I like
I do what I like, I do, I do
I do what I like, I do, I do
I do what I like, I do, I do
I do what I like, I do, I do

I think us bad bitches is a gift from God (Gift from God)
I think you broke hoes need to get a job (Get a job)
Now I'm a boss, I write my own name on the checks (Cardi)
Pussy so good, I say my own name during sex

I might smack a bitch 'cause I felt like it
Gucci shoes and a belt like it
Said that Cardi is his favorite fragrance
I'm a rich bitch and I smell like it

I'm in a boss bitch mood, ay
These heels are Givenchy, hoe
These are some boss bitch shoes
..."
JEALOUSY (feat. Cardi B),Offset feat. Cardi B,"There's a lot of drama
Between you and your beautiful wife, Cardi B
Let's talk about some music

Mafia, mafia, mafia, mafia (jealo-, jealous, jealous)
Jealous ass bitch, jealous ass bitch
Mafia, mafia, mafia, mafia (je-je)
Jealous ass bitch, jealous ass bitch

Hatin' ass nigga 'cause I got it out the mud
Hatin' in the family, nigga, be your own blood
Screamin', ""Fuck 12"" to the D.A. and judge
Never been a dub, never been a scrub

.45 Glock, now, oh, you want to judge?
Better than who must be high on them drugs
Coolin' in the mansion with the bubbles in the tub
Heard you undercover, you a bitch, you was a stud

Set, yes, nigga, don't try me
In a Lamb', I be damned if a nigga try me
Gettin' ham with the fam', man, a nigga gotta eat
Shawty nuttin', I'ma bust, I'm a trick for a treat

'Fore I bought the Lamb', I was ridin' in a Jeep
500 horses with a stick on a seat
Fuck that nigga, he'll fold when it's heat
Go against the code for the dough, boy, you weak

Go against the grain, man, you know a nigga lame
Cartier frames, I can see a nigga brain
Cartier bracelet, it's matchin' with the chain
Dirt up on my name, man, you nigga should be shamed
..."
Drip (feat. Migos),Cardi B feat. Migos,"That boy Cass!
Cardi!
Non-stop

Came through drippin' (drip drip)
Came through drippin' (drip drip)
Came through drippin' (drip drip)
Diamonds on my wrist, they drippin' (ice)
Came through drippin' (drip drip)
Came through drippin' (drip drip)
Came through drippin' (drip drip)
Diamonds on my wrist, they drippin' (ice)
Came through drippin' (drip drip)
Came through drippin' (drip drip)
Came through drippin' (drip drip)
Diamonds on my wrist, they drippin' (ice)
Came through drippin' (drip drip)
Came through drippin' (drip drip)
Came through drippin' (drip drip)
Diamonds on my wrist, they drippin' (ice)

Give me little something to remember (Cardi!)
Tryna make love in a Sprinter (yeah)
Quick to drop a nigga like Kemba (go)
Lookin' like a right swipe on Tinder (woo)
Shit on these hoes (shit)
Light up my wrist on these hoes (wrist)
Now I look down on these bitches (down)
I feel like I'm on stilts on these hoes (woo)
Fuck ya' baby daddy right now (right now)
Anna Mae, got cake by the pound (pound)
Go down, eat it up, don't drown
Mac n' cheese in the bowl, how it sound? (sound)
I got that gushy
Yeah that's a fact, but I never been pussy
I've been that bitch since pajamas with footies
Won MVP, and I'm still a rookie, like woo
I gotta work on my anger (ayy)
Might kill a bitch with my fingers (ayy)
I gotta stay outta Gucci (woo)
I'm finna run outta hangers (woo)
Is she a stripper, a rapper or a singer?
I'm busting bucks in a Bentley Bentayga
Ride through your hood like ""Bitch, I'm the mayor!""
You not my bitch, then bitch you in danger

..."
Hot Shit (feat. Ye & Lil Durk),Cardi B feat. Kanye West & Lil Durk,"This too hard, Tay Keith, this too hard
Tay Keith, fuck these niggas up!
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah

Now, this the hot shit
Jimmy Snuka off the top rope, super fly shit
Might get in the 'tub with all my ice on some 'Pac shit
Either way you slice it, bottom line, I'm the top bitch
New Chanel, I rock it, twist, and it ain't even out yet
All this jewelry at the grocery store, I'm obnoxious
Bought a home and closing on another, I know I'm blessed
Everybody wanna be gang, ain't no spots left
Bad bitch contest, it wouldn't be a contest
(Ooh, smoking dope) I'm connected
I don't know what's longer, man, my block list or my checklist?
I don't know what's colder, man, my heart or my necklace?
Pretty when I wake up, I'm a bad bitch at breakfast
Still might slide on an opp (it's electric)

Hating didn't work, so they lie (so they lie)
These bitches looking hurt, and they fried (and they fried)
I know they wouldn't miss 'em if they died
Tell 'em, move (move), move, new Chanel on my body, it's a boost
I'm so popping, I don't ever gotta get introduced ('duced)
One thing I never call a bitch for is a truce (truce)
Brand-new chopper, can't wait to put that bitch to use (use)
..."
South of the Border (feat. Camila Cabello & Cardi B) [Cheat Codes Remix],"Ed Sheeran feat. Cardi B, Camila Cabello & Cheat Codes","She got the, mmm, brown eyes, caramel thighs
Long hair, no wedding ring, hey
I saw you lookin' from across the way
And now I really wanna know your name
She got the, mmm, white dress, but when she's wearin' less
Man, you know that she drives me crazy
The, mmm, brown eyes, beautiful smile
You know I love watching you do your thing

I love her hips, curves, lips say the words
Te amo, mami, ah, te amo, mami
I kiss her, this love is like a dream

So join me in this bed that I'm in
Push up on me and sweat, darling
So I'm gonna put my time in
I won't stop until the angels sing
Jump in that water, be free
Come south of the border with me
Jump in that water, be free
Come south of the border with me

Jump in that water, be free
Come south of the border with me
Jump in that water, be free
Come south of the border with me
Come south of the border, border
Come south of the border with me
Come south of the border, border
Come south of the border with me

He got that, mmm, green eyes, givin' me signs
That he really wants to know my name, hey
I saw you lookin' from across the way
And suddenly, I'm glad I came, ay!
Ven para acá quiero bailar, toma mi mano
..."
South of the Border (feat. Camila Cabello & Cardi B) [Andy Jarvis Remix],"Ed Sheeran feat. Cardi B, Camila Cabello & Andy Jarvis","She got the mmm, brown eyes, caramel thighs
Long hair, no wedding ring, hey
I saw you lookin' from across the way
And now I really wanna know your name
She got the mmm, white dress, but when she's wearin' less
Man, you know that she drives me crazy
The mmm, brown eyes, beautiful smile
You know I love watching you do your thing

I love her hips, curves, lips say the words
""Te amo, mami, ah, te amo, mami""
I kiss her, this love is like a dream

So join me in this bed that I'm in
Push up on me and sweat, darling
So I'm gonna put my time in
I won't stop until the angels sing
Jump in that water, be free
Come south of the border with me
Jump in that water, be free
Come south of the border with me
Jump in that water, be free
Come south of the border with me
Jump in that water, be free
Come south of the border with me
Jump in that water, be free
Come south of the border with me
Jump in that water, be free
Come south of the border with me
Jump in that water, be free
Come south of the border with me
Jump in that water, be free
Come south of the border with me
Jump in that water, be free
Come south of the border with me
..."
Girls Like You - CRAY Remix,Maroon 5 feat. CRAY & Cardi B,"Spent 24 hours, I need more hours with you
You spent the weekend getting even, ooh
We spent the late nights making things right between us

But now it's all good, babe
Roll that backwood, babe
And play me close

'Cause girls like you run 'round with guys like me
'Til sundown when I come through
I need a girl like you, yeah, yeah
Girls like you love fun, and yeah, me too
What I want when I come through
I need a girl like you, yeah, yeah
I want, I want you
I want, I want you
I need a girl like you,

I spent last night on the last flight to you
I took a whole day up tryna get way up, ooh, ooh
We spent the daylight tryna make things right between us
But now it's all good, babe
..."
Enough (Miami) - Acapella,Cardi B,"Yeah, yeah
Okay, okay
Okay, okay
Yeah, yeah, yeah, look

Me verse you and you know who they pickin'
Cheap and expensive, you knowin' the difference
You know that it's hittin', you know what it's givin'
Hair, nails, polar bear, I can survive in the coldest conditions

- better lower they tone when they spittin'
- is washed, soap on the dishes
I apply pressure like boa constrictors
One -, two -, old -, new -ch
None of y'all bitches not gon' do -
I'm in Miami, I pull up on cruise ship
You in Miami, four hoes to a room - (ah)

When I step, it's stampede
Foot on neck, can't breathe
Lucky charm, Van Cleef
Diamonds on the dance team

..."
Me Gusta (with Cardi B & Myke Towers),Anitta feat. Myke Towers & Cardi B,"Uh-uh-uh-uh-uh-uh-uh
Go
Yah, yah, yah
Yah, yah, yah

A mí me gusta
Every time you look at me, that way
A mí me gusta
All the dirty things you need, every day
A mí me gusta
En cada detalle que te hago y que me haces bien
It's what I like, yeah, yeah, yeah
It's just what I like, yeah

A mí me gustan la' mujere'
When they shake their ya, ya, ya
A mí me gusta when they want it
Go and get it, ya, ya, ya
A mí me gu-u-u, a mí me gu-u-u
A mí me gu-u-u-u-u-u-u-ta
Yeah, yeah
Yah, yah, yah
Yeah, yeah
Yah, yah, yah
La Cardi

He like to eat the cake like it's my b-day (B-day)
..."
Twerk,City Girls feat. Cardi B,"(I want a slim, fine woman with some twerk with her) throw that, twerk it
(I want a slim, fine woman with some twerk with her) shake that, bounce that
Cardi (ayy, ayy, ayy, ayy, ayy, ayy, ayy)
(I want a slim, fine woman with some twerk with her) action!

Do it, baby, stick it, baby, move it, baby, lick it, baby (do it)
Suck up on that clit until that pussy got a hickey, baby (oww)
Watch big, could've bought a Range Rover (Range Rover)
Chain little, but I spent some change on it (change on it)
Nigga mad, I'ma put the gang on him (gang on him)
They'll die 'bout me, they'll bang on him (facts)
And that ass poke out, lil' frame on him (ow)
Pussy so good, he got my name on him (Miami)

Itty-bitty-pretty, I'm the realest in the city
Only fucking with the plug, got a nigga worth a billi'
Showing love, only talk about bands when he hit me
Chose him, he ain't picky, and we never doing quickies

(I want a slim, fine woman with some twerk with her) work that
(I want a slim, fine woman with some twerk with her) work that
(I want a slim, fine woman with some twerk with her) please
(I want a slim, fine woman with some twerk with her) make 'em dance, twerk
(Twerk-twerk-twerk-twerk-twerk-twerk with her) twerk, twerk
(Tw-twerk-twerk-twerk-twerk-twerk-twerk with her) twerk, twerk
..."
Dinero,Jennifer Lopez feat. DJ Khaled & Cardi B,"Me and Benjamín Franco stay at the banco
Getting checks like Nike, everywhere that I go
If you ain't getting no pesos, ¿qué estás haciendo? (J-Lo)
Stack it up like Legos, quiero dinero (Another one)

Me and my man, we stack it up to the ceiling (More money)
Cállate la boca, let me finish (More money)
Everyday I'm alive I make a killing (Let's get it)
Yeah, I swear I'ma get it

Yo quiero, yo quiero dinero, ay
Yo quiero, yo quiero dinero, ay
I just want the green, want the money, want the cash flow
Yo quiero la venta, sí, sin cuenta, sí, lo siento

Yo quiero, yo quiero dinero, ay
Yo quiero, yo quiero dinero, ay
I just want the green, want the money, want the cash flow
Yo quiero la venta, sí, sin cuenta, sí, lo siento

Soy la Princesa, San Juan, Puerto Rico
They say money talk, but my talking bilingual
I should be cuffed 'cause I don't do singles
In love with the money so don't need to mingle (Let's ride)

Just back it up, hot talk yeah back it up
Holla at that if you actin' up
..."
Best Life (feat. Chance The Rapper),Cardi B feat. Chance the Rapper,"I'm livin' my best life, yeah, yeah
I'm livin' my best life
Made a couple M's, you know (IGH! Huh!)

Said I'm livin' my best life
Said I'm livin' my best life
Made a couple M's with my best friends
Turned all my L's into lessons
You see the whip pullin' up, it's like ""skrrt""
Dreams pullin' up, I'm like ""skrrt""
I'm livin' my best life
It's my birthday, at least that's what I'm dressed like

I'm like Big Pop' mixed with 2Pac, I'm like Makaveli (yeah)
You need some, Little Caesar's pizza, I be hot and ready (woo)
Nigga, you a pussy and a rat, you like Tom and Jerry
Nigga, you ain't ballin', you just talkin', that's that commentary (huh)
I was in the field, man, I slaved for this (yeah)
Had to talk to God, dropped down, and prayed for this
To my surprise, He replied, said, ""You made for this""
I seen the car I wanted, then I went and paid for it, cash cash
Hit the Tay-K, I hit the race, hit the dash dash
That's when they came for me on Twitter with the backlash
""#CardiBIsSoProblematic"" is the hashtag
I can't believe they wanna see me lose that bad
They talkin' junk and they stink, these hoes mad trash
I'm gigglin', can't let the devil have the last laugh
Ain't no more beefin', I'm just keepin' to myself
I'm my own competition, I'm competin' with myself (brrr)

I told y'all, I said I'm livin' my best life (woo)
I told y'all, I said I'm livin' my best life (ayy)
I made a couple M's with my best friends
Turned all my L's into lessons (skrrt, skrrt)
You see the whip pullin' up, it's like ""skrrt"" (like skrrt)
Dreams pullin' up, I'm like ""skrrt"" (like skrrt)
..."
